neck_base,neck_base,neck_base,neck_base,back_end,back_end,back_end,back_end,back_middle,back_middle,back_middle,back_middle,front_left_thai,front_left_thai,front_left_thai,front_left_thai,front_left_knee,front_left_knee,front_left_knee,front_left_knee,front_left_paw,front_left_paw,front_left_paw,front_left_paw,front_right_thai,front_right_thai,front_right_thai,front_right_thai,front_right_knee,front_right_knee,front_right_knee,front_right_knee,front_right_paw,front_right_paw,front_right_paw,front_right_paw,back_left_paw,back_left_paw,back_left_paw,back_left_paw,back_left_thai,back_left_thai,back_left_thai,back_left_thai,back_right_thai,back_right_thai,back_right_thai,back_right_thai,back_left_knee,back_left_knee,back_left_knee,back_left_knee,back_right_knee,back_right_knee,back_right_knee,back_right_knee,back_right_paw,back_right_paw,back_right_paw,back_right_paw
x,y,likelihood,z,x,y,likelihood,z,x,y,likelihood,z,x,y,likelihood,z,x,y,likelihood,z,x,y,likelihood,z,x,y,likelihood,z,x,y,likelihood,z,x,y,likelihood,z,x,y,likelihood,z,x,y,likelihood,z,x,y,likelihood,z,x,y,likelihood,z,x,y,likelihood,z,x,y,likelihood,z
1213.921875,369.8515625,0.87060546875,109.7679752446711,668.921875,386.8671875,0.8701171875,-11.738174844533205,941.421875,369.8515625,0.796875,0.0,1230.953125,625.0859375,0.857421875,45.07608272135258,1282.046875,744.1953125,0.541015625,22.695427514612675,1435.328125,948.3828125,0.88623046875,62.26650026254356,1026.578125,608.0703125,0.89794921875,147.14855752326548,958.453125,795.2421875,0.70703125,104.86883373185992,975.484375,948.3828125,0.91552734375,71.48993455059826,788.140625,914.3515625,0.92138671875,-73.58872397430241,788.140625,608.0703125,0.93212890625,-121.63265907019377,668.921875,608.0703125,0.7607421875,111.2303661312908,702.984375,778.2265625,0.86474609375,-141.7977727521211,532.671875,710.1640625,0.876953125,37.893068669363856,464.546875,863.3046875,0.9248046875,-76.70459213666618
1235.2578125,367.9296875,0.8720703125,107.34202122874558,664.1640625,384.7265625,0.8505859375,-23.115357509814203,949.7109375,367.9296875,0.80029296875,0.0,1218.4609375,619.8828125,0.82958984375,40.16714470367879,1252.0546875,737.4609375,0.58544921875,2.1875499058514833,1403.2265625,939.0234375,0.83349609375,34.720464738085866,1033.6953125,603.0859375,0.93115234375,141.72165462002158,949.7109375,821.4453125,0.75341796875,84.31154288444668,949.7109375,939.0234375,0.91748046875,57.715845505706966,764.9453125,922.2265625,0.88623046875,-80.0238778097555,781.7421875,603.0859375,0.86376953125,-123.35106540750712,697.7578125,586.2890625,0.77099609375,94.54638110660017,697.7578125,771.0546875,0.83349609375,-151.82934796158224,546.5859375,703.8671875,0.765625,46.13900492619723,512.9921875,871.8359375,0.8623046875,-61.51460551377386
1234.8359375,367.578125,0.873046875,103.8896844163537,664.8046875,384.359375,0.8525390625,-25.945871798321605,949.8203125,367.578125,0.80078125,0.0,1218.0703125,619.296875,0.82763671875,35.2310796007514,1251.6015625,736.765625,0.53955078125,-1.9467079490423203,1402.4921875,954.921875,0.8759765625,36.82325730100274,1033.6484375,602.515625,0.9248046875,137.69543360732496,949.8203125,820.671875,0.76025390625,80.59898057952523,949.8203125,938.140625,0.90966796875,52.221511624753475,765.3984375,921.359375,0.8916015625,-83.28715828806162,782.1640625,602.515625,0.87451171875,-124.28146914765239,681.5703125,585.734375,0.76220703125,92.6733993254602,698.3359375,770.328125,0.82763671875,-154.01750588789582,547.4453125,703.203125,0.7666015625,44.56418637186289,513.9140625,871.015625,0.86328125,-62.601321490481496
1234.8359375,367.2265625,0.8759765625,97.93377543799579,664.8046875,383.9921875,0.853515625,-31.375619574449956,949.8203125,367.2265625,0.80322265625,0.0,1218.0703125,618.7109375,0.82421875,27.639104555360973,1251.6015625,736.0703125,0.52001953125,-8.039240325801075,1402.4921875,954.0234375,0.890625,28.468075334094465,1033.6484375,601.9453125,0.92431640625,130.30608182772994,949.8203125,819.8984375,0.7685546875,73.64006877504289,949.8203125,937.2578125,0.9072265625,43.520811945199966,765.3984375,920.4921875,0.892578125,-89.43875194061548,782.1640625,601.9453125,0.876953125,-125.46667949762195,681.5703125,585.1796875,0.759765625,85.93687731586397,698.3359375,769.6015625,0.82177734375,-159.62198590300977,547.4453125,702.5390625,0.7626953125,37.725604893639684,513.9140625,870.1953125,0.8623046875,-65.85483071580529
1219.0859375,355.28125,0.83349609375,81.58017336949706,669.4765625,370.96875,0.841796875,-37.70928714051843,952.1328125,355.28125,0.78466796875,0.0,1203.3828125,606.28125,0.798828125,12.983996968716383,1266.1953125,857.28125,0.560546875,-4.945278849452734,1344.7109375,951.40625,0.89501953125,15.857158467173576,1030.6484375,590.59375,0.91015625,118.11707980558276,1014.9453125,810.21875,0.81591796875,76.54982118308544,952.1328125,935.71875,0.8759765625,31.063164595514536,732.2890625,920.03125,0.9287109375,-96.52660965546966,795.1015625,590.59375,0.76416015625,-119.22229339927435,732.2890625,574.90625,0.76123046875,84.9348152987659,685.1796875,763.15625,0.8525390625,-164.65980560705066,606.6640625,700.40625,0.8583984375,42.492980267852545,622.3671875,872.96875,0.919921875,-76.97623498737812
1247.9375,364.9140625,0.7998046875,68.24823023378849,669.8125,380.5546875,0.84814453125,-40.719441793859005,951.0625,364.9140625,0.7890625,0.0,1216.6875,599.5234375,0.80712890625,6.433225452899933,1263.5625,849.7734375,0.5693359375,-24.509776458144188,1341.6875,943.6171875,0.89404296875,-6.539652086794376,1029.1875,583.8828125,0.9091796875,97.30992455035448,1013.5625,802.8515625,0.8359375,58.305586487054825,966.6875,927.9765625,0.8896484375,1.5520310178399086,732.3125,912.3359375,0.94580078125,-115.05359472334385,794.8125,583.8828125,0.76123046875,-126.53720595687628,747.9375,568.2421875,0.7490234375,67.07744935154915,669.8125,755.9296875,0.86767578125,-173.57709555327892,607.3125,693.3671875,0.853515625,29.441923178732395,622.9375,881.0546875,0.92724609375,-96.34572745859623
1248.6484375,364.265625,0.79541015625,62.50709197856486,669.9453125,379.921875,0.85107421875,-42.77924023009837,951.4765625,364.265625,0.79443359375,0.0,1201.7265625,599.109375,0.79736328125,-5.993432996794581,1264.2890625,849.609375,0.560546875,-31.29634003341198,1342.4921875,943.546875,0.89111328125,-12.375725721940398,1029.6796875,583.453125,0.9013671875,91.06588601507246,1014.0390625,802.640625,0.83837890625,50.98902255855501,967.1171875,927.890625,0.88671875,-9.94799218699336,732.5078125,912.234375,0.9462890625,-117.52958174049854,795.0703125,583.453125,0.77197265625,-124.27898786589503,732.5078125,567.796875,0.75390625,70.74302963726223,669.9453125,755.671875,0.86962890625,-166.97594206407666,607.3828125,693.046875,0.857421875,19.99936711601913,623.0234375,880.921875,0.92626953125,-104.6750373467803
1218.7265625,346.28125,0.84521484375,71.22328926995397,670.2109375,377.65625,0.84912109375,-25.49965550377965,952.3046875,346.28125,0.79150390625,0.0,1203.0546875,581.59375,0.8720703125,46.13167319446802,1234.3984375,816.90625,0.662109375,-23.146446626633406,1312.7578125,942.40625,0.88671875,0.1487714946269989,1030.6640625,597.28125,0.89453125,106.66616482287645,1077.6796875,801.21875,0.8486328125,82.75918812304735,999.3203125,911.03125,0.890625,-16.828288324177265,701.5546875,895.34375,0.88720703125,-98.91478982567787,795.5859375,550.21875,0.70556640625,-85.69575389102101,748.5703125,550.21875,0.75390625,81.30822054669261,670.2109375,738.46875,0.7802734375,-165.816380251199,638.8671875,707.09375,0.85205078125,5.115437366068363,701.5546875,879.65625,0.66064453125,-104.91476019099355
1220.40625,347.28125,0.86572265625,64.92677882313728,671.34375,378.65625,0.841796875,-23.058022662997246,938.03125,347.28125,0.80810546875,0.0,1204.71875,582.59375,0.87646484375,39.55535517632961,1236.09375,849.28125,0.67431640625,-14.183687046170235,1298.84375,943.40625,0.88623046875,-3.660088837146759,1032.15625,598.28125,0.91357421875,100.3625064343214,1079.21875,802.21875,0.8271484375,77.28076033294201,1000.78125,912.03125,0.88818359375,-25.264327004551888,702.71875,896.34375,0.88623046875,-102.00494119524956,796.84375,551.21875,0.7109375,-82.11840176582336,749.78125,551.21875,0.763671875,81.60549649596214,671.34375,739.46875,0.7822265625,-164.78756472468376,639.96875,708.09375,0.84228515625,-8.403403222560883,702.71875,880.65625,0.67578125,-151.12681739032269
1219.0859375,347.6171875,0.86865234375,57.645262982696295,685.1796875,363.3203125,0.84375,-26.583161760121584,936.4296875,347.6171875,0.8095703125,0.0,1203.3828125,583.1640625,0.88037109375,37.43979868851602,1234.7890625,818.7109375,0.66650390625,-2.309403101913631,1313.3046875,944.3359375,0.8876953125,-8.309358244761825,1030.6484375,598.8671875,0.89599609375,90.64029546454549,1077.7578125,803.0078125,0.84130859375,74.56139075662941,999.2421875,912.9296875,0.88232421875,-32.186048947274685,700.8828125,897.2265625,0.8935546875,-100.75114904902875,795.1015625,551.7578125,0.716796875,-73.06554647255689,747.9921875,551.7578125,0.74072265625,77.36971714254469,669.4765625,740.1953125,0.7763671875,-161.96158145926893,638.0703125,708.7890625,0.84521484375,-28.74873924534768,700.8828125,881.5234375,0.69970703125,-103.4710122840479
1211.6796875,355.3515625,0.79296875,57.00753344874829,667.1484375,387.3828125,0.88671875,-19.594957776367664,955.4296875,339.3359375,0.7939453125,0.0,1211.6796875,595.5859375,0.87744140625,12.748629551380873,1211.6796875,771.7578125,0.6591796875,161.35060239303857,1259.7265625,947.9296875,0.876953125,0.42853476852178574,1115.5859375,595.5859375,0.85400390625,123.90490002371371,1195.6640625,755.7421875,0.60791015625,167.5672784866765,1179.6484375,899.8828125,0.7685546875,179.00422039162368,651.1328125,915.8984375,0.8388671875,-109.71275488473475,731.2109375,547.5390625,0.73583984375,68.0651779808104,763.2421875,547.5390625,0.71923828125,74.73425706103444,635.1171875,755.7421875,0.8310546875,-143.7431339910254,699.1796875,739.7265625,0.8193359375,-37.30713991820812,795.2734375,899.8828125,0.876953125,-69.91514280904084
1211.359375,356.703125,0.81884765625,50.850090239197016,666.296875,372.734375,0.88232421875,-36.097549341619015,954.859375,340.671875,0.8017578125,0.0,1211.359375,597.171875,0.88916015625,18.90782242640853,1227.390625,773.515625,0.65380859375,159.5453915297985,1259.453125,949.859375,0.869140625,-0.9883223325014114,1115.171875,597.171875,0.8603515625,119.1305464617908,1195.328125,757.484375,0.62451171875,170.74310762435198,1179.296875,901.765625,0.787109375,166.79357682541013,650.265625,901.765625,0.8466796875,-118.01676531136036,730.421875,549.078125,0.76171875,65.0433194451034,762.484375,549.078125,0.72900390625,72.57127175107598,634.234375,757.484375,0.84228515625,-155.04209892451763,698.359375,741.453125,0.8427734375,-36.2850620560348,794.546875,885.734375,0.87158203125,-87.5639078989625
1213.0390625,355.703125,0.810546875,47.92049886845052,667.4453125,387.765625,0.8828125,-17.00499625504017,956.2890625,339.671875,0.79443359375,0.0,1213.0390625,596.171875,0.8779296875,32.02988510765135,1213.0390625,772.515625,0.64599609375,171.2003405019641,1261.1796875,948.859375,0.876953125,-1.7062354236841202,1116.7578125,596.171875,0.85107421875,117.52420982904732,1196.9921875,772.515625,0.56787109375,166.83321815915406,1180.9453125,900.765625,0.79638671875,157.21916445158422,651.3984375,900.765625,0.845703125,-120.56565224379301,731.6328125,548.078125,0.76708984375,67.81378835439682,763.7265625,548.078125,0.728515625,74.193932171911,635.3515625,756.484375,0.8408203125,-159.2264838255942,699.5390625,740.453125,0.83935546875,-31.786060774698853,795.8203125,900.765625,0.87548828125,-77.82063242793083
1210.640625,349.9453125,0.86865234375,47.10797367617488,667.703125,381.8515625,0.92431640625,-13.788806114345789,955.140625,333.9921875,0.75390625,0.0,1194.671875,605.1953125,0.80908203125,111.1710509750992,1162.734375,764.7265625,0.486083984375,-1.0,1226.609375,956.1640625,0.83837890625,-0.8753984533250332,1146.765625,605.1953125,0.85009765625,120.74876371957362,1226.609375,700.9140625,0.54150390625,161.89054511673748,1258.546875,940.2109375,0.80419921875,44.13076250255108,635.765625,908.3046875,0.8662109375,-121.84469082206488,699.640625,573.2890625,0.7080078125,-99.65328521095216,763.515625,557.3359375,0.736328125,85.10792074725032,619.796875,748.7734375,0.83837890625,-155.38687663152814,731.578125,764.7265625,0.8720703125,-27.660439932718873,811.421875,908.3046875,0.8916015625,-73.27648825384676
1210.3984375,357.7578125,0.83447265625,37.11326018162072,663.7421875,389.9140625,0.8974609375,-21.70414417143911,953.1484375,341.6796875,0.80078125,0.0,1146.0859375,615.0078125,0.7734375,101.91543811932206,1146.0859375,791.8671875,0.64599609375,-77.07885168585926,1178.2421875,936.5703125,0.85693359375,-23.275520162656903,1178.2421875,598.9296875,0.841796875,116.78836167883128,1226.4765625,695.3984375,0.58740234375,158.33554924558848,1355.1015625,936.5703125,0.82373046875,84.19286966416985,615.5078125,904.4140625,0.89306640625,-141.09824767149985,695.8984375,582.8515625,0.65234375,-112.19632635265589,760.2109375,550.6953125,0.76025390625,76.30524123366922,615.5078125,743.6328125,0.8583984375,-163.60719135589898,744.1328125,775.7890625,0.8818359375,-31.699759925715625,840.6015625,920.4921875,0.93212890625,-67.83104659896344
1209.71875,358.0546875,0.8671875,36.135134536772966,663.59375,390.1484375,0.8994140625,-21.229311928153038,952.71875,342.0078125,0.79296875,0.0,1145.46875,614.8046875,0.75439453125,100.54661952704191,1145.46875,791.3203125,0.6533203125,-73.08617921546102,1193.65625,951.7890625,0.85791015625,-23.446452513337135,1177.59375,598.7578125,0.83935546875,117.2881554029882,1225.78125,695.0390625,0.5849609375,155.77811698243022,1354.28125,935.7421875,0.83984375,85.54861284419894,615.40625,903.6484375,0.88818359375,-143.95132774859667,695.71875,582.7109375,0.65625,-91.80508512631059,759.96875,550.6171875,0.76123046875,77.62856627628207,615.40625,743.1796875,0.8583984375,-165.55710654705763,743.90625,775.2734375,0.8818359375,-22.569795552641153,840.28125,919.6953125,0.93603515625,-62.4476203545928
1204.15625,371.21875,0.80029296875,28.629411980509758,653.78125,403.59375,0.87158203125,-35.79590731859207,961.34375,355.03125,0.8056640625,0.0,1139.40625,614.03125,0.84375,-107.51131065189838,1123.21875,808.28125,0.64306640625,-83.30317975580692,1155.59375,937.78125,0.869140625,-43.15947659313679,1187.96875,597.84375,0.8720703125,109.08006875216961,1285.09375,727.34375,0.54541015625,171.34706039726734,1430.78125,953.96875,0.85986328125,141.50801204144955,605.21875,905.40625,0.8876953125,-163.9779013544321,686.15625,597.84375,0.60986328125,-135.65149134397507,750.90625,549.28125,0.76025390625,66.39744636416435,605.21875,743.53125,0.8603515625,-182.1084885597229,734.71875,792.09375,0.89697265625,-37.84222146868706,831.84375,921.59375,0.923828125,-54.44111490249634
1205.15625,371.5703125,0.822265625,29.724774166941643,654.78125,403.9765625,0.869140625,-31.637288868427277,962.34375,355.3671875,0.80322265625,0.0,1140.40625,614.6171875,0.8515625,-109.24901665374637,1124.21875,809.0546875,0.638671875,-78.58389488607645,1156.59375,938.6796875,0.87646484375,-43.72835676372051,1188.96875,598.4140625,0.86572265625,109.20451835542917,1286.09375,728.0390625,0.54248046875,172.5042629353702,1431.78125,954.8828125,0.861328125,147.51713207364082,606.21875,906.2734375,0.88671875,-164.15269436314702,687.15625,582.2109375,0.66015625,-6.873862706124783,751.90625,566.0078125,0.779296875,72.039830096066,606.21875,744.2421875,0.8603515625,-182.87316481769085,735.71875,792.8515625,0.896484375,-33.3308609649539,832.84375,922.4765625,0.92626953125,-50.18564975261688
1204.15625,371.5703125,0.80029296875,31.278061538934708,653.78125,403.9765625,0.86669921875,-30.99005012586713,961.34375,355.3671875,0.8017578125,0.0,1139.40625,614.6171875,0.84814453125,-118.19032561779022,1123.21875,809.0546875,0.6279296875,-77.89983319118619,1155.59375,938.6796875,0.87158203125,-45.30386698246002,1187.96875,598.4140625,0.876953125,108.52263226360083,1285.09375,728.0390625,0.54296875,173.56318567320704,1430.78125,954.8828125,0.869140625,150.75015913322568,605.21875,906.2734375,0.88623046875,-164.1317530721426,686.15625,598.4140625,0.62109375,-113.06284058839083,750.90625,549.8046875,0.76611328125,66.6406381689012,605.21875,744.2421875,0.86328125,-182.42049600556493,734.71875,792.8515625,0.89892578125,-28.094066690653563,831.84375,922.4765625,0.93017578125,-47.928212840110064
1212.875,360.2734375,0.5927734375,24.326042085886,660.375,392.7421875,0.79541015625,-35.478981733322144,952.875,360.2734375,0.7939453125,0.0,1131.625,603.7890625,0.830078125,63.97159983217716,1115.375,749.8984375,0.6787109375,-104.98498038947582,1131.625,944.7109375,0.939453125,-52.0972231477499,1196.625,587.5546875,0.93603515625,108.45973274111748,1261.625,717.4296875,0.63427734375,164.72247876226902,1489.125,944.7109375,0.82763671875,198.72165615856647,579.125,912.2421875,0.92724609375,-174.4584330022335,692.875,587.5546875,0.57666015625,53.89977788925171,725.375,555.0859375,0.7919921875,62.23570542037487,579.125,749.8984375,0.83447265625,-187.5343087464571,709.125,798.6015625,0.833984375,-30.877505600452423,806.625,928.4765625,0.8916015625,-52.07700964808464
1213.875,361.625,0.61376953125,26.087352752685547,661.375,394.125,0.8251953125,-33.71630263328552,953.875,361.625,0.76318359375,0.0,1132.625,605.375,0.82861328125,59.91027903556824,1116.375,735.375,0.64453125,-103.98213791847229,1132.625,946.625,0.89990234375,-52.64784002304077,1197.625,589.125,0.927734375,109.48963451385498,1262.625,719.125,0.642578125,167.94830560684204,1490.125,946.625,0.80078125,201.53004550933838,580.125,914.125,0.91015625,-174.79685425758362,693.875,589.125,0.59619140625,58.8564019203186,726.375,556.625,0.79150390625,63.201228857040405,580.125,751.625,0.84423828125,-191.2396764755249,710.125,800.375,0.82763671875,-31.733099937438965,807.625,930.375,0.92041015625,-52.472331285476685
1227.34375,382.90625,0.5068359375,62.950851425528526,655.71875,416.53125,0.81494140625,5.484684303402901,941.53125,349.28125,0.88330078125,0.0,1126.46875,601.46875,0.896484375,96.83309914171696,1092.84375,786.40625,0.720703125,-69.99566252529621,1109.65625,937.71875,0.89111328125,-29.97342300415039,1210.53125,584.65625,0.90625,137.05153603851795,1277.78125,719.15625,0.7265625,200.78490641713142,1513.15625,937.71875,0.88671875,232.1139536499977,538.03125,887.28125,0.8427734375,-160.89202231168747,689.34375,584.65625,0.5029296875,84.1160779595375,722.96875,534.21875,0.78564453125,81.93905539810658,571.65625,752.78125,0.79541015625,-173.90279845893383,706.15625,786.40625,0.80078125,-3.7809512317180634,790.21875,937.71875,0.91162109375,-18.174583435058594
1227.625,384.375,0.5283203125,41.647278785705566,658.125,417.875,0.8173828125,-14.830549240112305,942.875,367.625,0.87451171875,0.0,1127.125,602.125,0.89306640625,73.50884819030762,1093.625,786.375,0.70703125,-91.34288120269775,1110.375,937.125,0.89208984375,-53.13924288749695,1210.875,585.375,0.8955078125,115.17050886154175,1277.875,719.375,0.7216796875,179.83723163604736,1512.375,937.125,0.88330078125,209.61137104034424,540.875,886.875,0.85009765625,-182.39739513397217,775.375,568.625,0.5029296875,-73.93425273895264,725.125,535.125,0.77978515625,58.90066576004028,574.375,736.125,0.79052734375,-204.86047291755676,691.625,786.375,0.80224609375,-26.29069423675537,792.125,937.125,0.89794921875,-40.34585165977478
1231.859375,390.265625,0.63134765625,58.92066030576825,652.796875,424.328125,0.81494140625,-0.37809544801712036,942.328125,356.203125,0.8505859375,0.0,1129.671875,611.671875,0.875,70.21999909728765,1095.609375,781.984375,0.7236328125,-77.75758998841047,1112.640625,935.265625,0.93798828125,-41.22452161088586,1197.796875,577.609375,0.84423828125,124.44513398036361,1282.953125,730.890625,0.68212890625,201.2621556520462,1504.359375,935.265625,0.8359375,223.6335268393159,550.609375,901.203125,0.87548828125,-162.21936508268118,686.859375,594.640625,0.51904296875,79.4703890196979,720.921875,543.546875,0.80419921875,76.58452263846993,567.640625,747.921875,0.79833984375,-190.1211264617741,703.890625,799.015625,0.84912109375,-18.336893368512392,789.046875,935.265625,0.91650390625,-27.489003535360098
1206.625,390.375,0.487548828125,-1.0,653.875,423.875,0.71875,8.789620637893677,955.375,356.875,0.83154296875,0.0,1106.125,608.125,0.828125,85.7337920665741,1072.625,792.375,0.69580078125,-71.20956182479858,1072.625,926.375,0.8701171875,-41.7370240688324,1189.875,591.375,0.8828125,135.53198504447937,1256.875,725.375,0.666015625,199.24302506446838,1491.375,943.125,0.853515625,231.77644753456116,519.875,876.125,0.85791015625,-169.5107605457306,771.125,574.625,0.71484375,-70.81137990951538,720.875,557.875,0.78515625,86.14982151985168,586.875,725.375,0.74267578125,-202.0908808708191,687.375,792.375,0.86376953125,-8.492065668106079,771.125,926.375,0.89404296875,-29.196085691452026
1209.296875,385.6640625,0.55615234375,55.88821371458471,660.296875,402.8046875,0.83642578125,-9.813052285462618,951.953125,368.5234375,0.7646484375,0.0,1106.359375,625.6328125,0.890625,-99.77814153581858,1054.890625,797.0390625,0.70068359375,-84.69015455804765,1054.890625,934.1640625,0.94189453125,-55.71708455123007,1192.140625,591.3515625,0.8671875,128.80195448175073,1260.765625,728.4765625,0.68408203125,184.3280435912311,1449.484375,951.3046875,0.85498046875,162.9351123571396,505.890625,848.4609375,0.8720703125,-182.0981795080006,780.390625,574.2109375,0.837890625,-275.8921678396873,711.765625,557.0703125,0.759765625,76.9531082008034,591.671875,694.1953125,0.8037109375,-232.30170568078756,677.453125,779.8984375,0.818359375,-17.542984288185835,746.078125,934.1640625,0.91552734375,-36.76436041481793
1210.1796875,374.203125,0.5,44.15764700435102,665.6796875,408.265625,0.8359375,-8.813019771128893,954.9453125,374.203125,0.7802734375,0.0,1108.0859375,612.640625,0.84033203125,68.11977566406131,1057.0390625,782.953125,0.7041015625,-98.80208749324083,1040.0234375,936.234375,0.8876953125,-65.93057394213974,1176.1484375,595.609375,0.8623046875,119.19787275791168,1227.1953125,714.828125,0.70947265625,163.3373104520142,1431.3828125,953.265625,0.8203125,140.27416075393558,512.5390625,851.078125,0.9033203125,-192.47643602266908,767.7734375,578.578125,0.83056640625,-106.80982599034905,716.7265625,561.546875,0.7392578125,69.18966419063509,597.6171875,697.796875,0.8447265625,-244.21181406080723,665.6796875,782.953125,0.79833984375,-26.314660800620914,750.7578125,936.234375,0.91796875,-47.199271408841014
1200.4296875,377.25,0.60205078125,46.58935809135437,655.4140625,410.25,0.7646484375,-16.462289959192276,952.6953125,377.25,0.79345703125,0.0,1101.3359375,624.75,0.90771484375,-10.15805658698082,1035.2734375,789.75,0.64794921875,-105.96539026498795,1018.7578125,938.25,0.9375,-77.45808658003807,1167.3984375,608.25,0.8818359375,121.426936596632,1216.9453125,740.25,0.5556640625,160.95179617404938,1415.1328125,971.25,0.88232421875,114.56913083791733,523.2890625,839.25,0.87841796875,-203.0233672261238,771.0234375,575.25,0.80419921875,-113.99051427841187,704.9609375,558.75,0.8291015625,68.14219906926155,605.8671875,690.75,0.87646484375,-245.66953405737877,655.4140625,773.25,0.79443359375,-22.95342719554901,721.4765625,921.75,0.91552734375,-55.25553387403488
1197.671875,379.7890625,0.69189453125,41.44186353497207,639.859375,396.1796875,0.77734375,-53.7234666608274,951.578125,379.7890625,0.73193359375,0.0,1099.234375,625.6484375,0.8935546875,0.5232925843447447,1017.203125,805.9453125,0.6728515625,-122.894291870296,1000.796875,920.6796875,0.89697265625,-99.19433904439211,1164.859375,609.2578125,0.9140625,113.07757853157818,1214.078125,740.3828125,0.53271484375,151.4145909678191,1378.140625,969.8515625,0.8642578125,84.3407877292484,541.421875,838.7265625,0.88916015625,-209.06905534118414,771.109375,592.8671875,0.78759765625,-147.3436079043895,705.484375,560.0859375,0.8232421875,60.99611261114478,607.046875,691.2109375,0.92138671875,-259.18082593381405,639.859375,773.1640625,0.83349609375,-33.23029598221183,705.484375,920.6796875,0.9140625,-66.9212344866246
1199.7890625,378.3046875,0.62939453125,43.78164574597031,653.7421875,394.8515625,0.77197265625,-35.105283060111105,951.5859375,378.3046875,0.76416015625,0.0,1100.5078125,626.5078125,0.87548828125,-19.38837748207152,1017.7734375,791.9765625,0.69091796875,-121.6114592300728,1001.2265625,924.3515625,0.91015625,-97.86701660323888,1150.1484375,609.9609375,0.89013671875,112.65254852175713,1216.3359375,742.3359375,0.494384765625,-1.0,1381.8046875,973.9921875,0.873046875,89.23670247662812,537.9140625,841.6171875,0.87255859375,-207.02908859681338,786.1171875,593.4140625,0.767578125,-167.13944022823125,703.3828125,560.3203125,0.830078125,61.81217964924872,604.1015625,692.6953125,0.89404296875,-250.1586964512244,637.1953125,775.4296875,0.8232421875,-33.87521264050156,703.3828125,924.3515625,0.9287109375,-62.3143921289593
1199.46875,378.0078125,0.65576171875,45.18074421957135,652.90625,394.5859375,0.7734375,-36.29543684795499,951.03125,378.0078125,0.771484375,0.0,1100.09375,626.6796875,0.88232421875,-21.45911893621087,1017.28125,792.4609375,0.68310546875,-121.51943235844374,1000.71875,925.0859375,0.91552734375,-99.62956667691469,1166.34375,610.1015625,0.890625,116.93424285948277,1216.03125,742.7265625,0.52294921875,155.34588953852654,1381.65625,974.8203125,0.86669921875,85.22025821730494,536.96875,842.1953125,0.86328125,-209.57412539049983,785.40625,593.5234375,0.77490234375,-180.35453302413225,702.59375,560.3671875,0.83251953125,61.28501567989588,603.21875,692.9921875,0.88525390625,-242.11463031172752,636.34375,775.8828125,0.81494140625,-38.315392170101404,702.59375,925.0859375,0.93408203125,-64.76980357244611
1203.640625,371.328125,0.65869140625,55.76070202142,660.703125,387.296875,0.802734375,-21.282207299023867,932.171875,355.359375,0.7421875,0.0,1075.890625,610.859375,0.85546875,41.37393844500184,1027.984375,802.484375,0.79345703125,-111.01628360897303,996.046875,914.265625,0.90283203125,-107.66550989076495,1123.796875,610.859375,0.8876953125,111.66700358688831,1203.640625,866.359375,0.52880859375,114.97444888949394,1299.453125,962.171875,0.876953125,92.71108864620328,612.796875,850.390625,0.75927734375,-178.93454768136144,788.453125,562.953125,0.6953125,-160.18888211250305,692.640625,531.015625,0.67626953125,58.64016691595316,628.765625,754.578125,0.5517578125,-36.48703406378627,628.765625,770.546875,0.8232421875,-45.49052341282368,660.703125,930.234375,0.890625,-49.47854699194431
1208.4375,370.6875,0.611328125,58.270253241062164,660.1875,386.8125,0.8251953125,-22.292980313301086,934.3125,354.5625,0.7724609375,0.0,1079.4375,612.5625,0.86083984375,54.550420701503754,1031.0625,789.9375,0.80810546875,-111.84779667854309,998.8125,918.9375,0.86572265625,-110.29152941703796,1127.8125,612.5625,0.88818359375,114.95276588201523,1208.4375,870.5625,0.54541015625,117.27269065380096,1305.1875,967.3125,0.9033203125,95.20095431804657,611.8125,854.4375,0.7626953125,-160.05110079050064,789.1875,564.1875,0.70458984375,-167.01064389944077,692.4375,531.9375,0.69384765625,57.3093843460083,627.9375,757.6875,0.56396484375,-43.39402747154236,627.9375,773.8125,0.8203125,-51.75308322906494,660.1875,918.9375,0.8740234375,-53.007399797439575
1212.1171875,370.0234375,0.61376953125,60.748380267992616,663.3359375,386.1640625,0.77783203125,-20.128059446811676,937.7265625,353.8828125,0.77294921875,0.0,1082.9921875,612.1328125,0.84521484375,79.08041588310152,1034.5703125,789.6796875,0.81884765625,-110.7459258781746,986.1484375,918.8046875,0.8818359375,-101.61891982145607,1131.4140625,612.1328125,0.89501953125,117.16157853975892,1212.1171875,870.3828125,0.5556640625,116.7891431832686,1308.9609375,967.2265625,0.88037109375,93.97930432949215,614.9140625,854.2421875,0.74072265625,-130.32014999259263,792.4609375,563.7109375,0.71923828125,-170.19875218253583,695.6171875,531.4296875,0.6572265625,55.329198208637536,631.0546875,757.3984375,0.53564453125,-45.27295827306807,631.0546875,773.5390625,0.79931640625,-54.46736539900303,663.3359375,918.8046875,0.873046875,-55.00638101063669
