iteration,disp_fwd_mean,disp_fwd_std,disp_lat_mean,disp_worldx_mean,disp_worldx_std,path_len_mean,travel_ratio_mean,cmd_disp_mean,tracking_ratio_mean,n_episodes
100,0.63344118764624,1.4709288938163778,1.029645897746086,-0.0684591430425644,1.6294793620357642,5.081010523587465,0.2816393748999401,4.203764046281576,17968.252481238535,200
199,0.6218564315140247,1.4431918660527483,1.1082963172346354,0.1833155083656311,1.6371341258276166,5.485401394665241,0.22698665249067074,4.9081133472919465,9390.691559259849,200
