iteration,mean_return,pg_loss,vf_loss,pos_rew,vel_rew,disp_track,disp_vel,upright,smooth,fwd_ratio,back_ratio,total
0,0.0,0.026973102649208158,19.19727659225464,0.003771863621064808,5.177164320764871e-05,0.2919775554910302,-0.02547203202266246,0.7377028670161963,0.8721598796546459,0.45458984375,0.45263671875,0.3608402353711426
100,156.64306553125382,-0.0057658736477606,16.33596360683441,0.013613282996856697,0.00010319644125912839,0.3885823825001717,-0.01846662166994065,0.26601424150168895,0.831689513027668,0.428515625,0.47515625,0.3342183919250965
199,184.59353972911833,-0.0034025658387690783,11.051048457622528,0.0098340072848391,0.00010062163465051836,0.410665237903595,-0.011187159465625882,0.3036691056936979,0.8462110331654549,0.415390625,0.461640625,0.357163358181715
